postcode,eastings,northings,source
CR0 4BH,531723,165112,postcodes
CR0 4PG,530266,164853,postcodes
CR0 5EF,535619,165391,postcodes
CR0 5JQ,533488,165081,postcodes
CR0 6NA,533456,166433,postcodes
CR0 9AZ,537810,163952,postcodes
CR2 6DF,531969,163571,postcodes
CR2 6DT,531858,163253,postcodes
CR2 6YT,532310,164027,postcodes
CR2 7HY,533892,164327,postcodes
CR2 7HZ,533818,164220,postcodes
CR2 8HD,536106,163133,postcodes
CR2 8YB,535104,162023,postcodes
CR2 9LQ,534897,160266,postcodes
CR3 5FX,533178,157314,postcodes
CR3 5PN,532663,155483,postcodes
CR3 6YA,533568,154347,postcodes
CR3 7YA,535990,154822,postcodes
CR4 1BP,529866,168628,postcodes
CR4 1SF,528466,169089,postcodes
CR4 3AF,527466,168555,postcodes
CR4 3ED,527555,169088,postcodes
CR5 2EH,529725,160752,postcodes
CR5 3QG,528469,157840,postcodes
CR6 9YB,534676,159360,postcodes
CR7 7AA,532652,167936,postcodes
CR7 7BN,532300,167999,postcodes
CR7 8BT,531394,169670,postcodes
CR8 1EX,533238,160175,postcodes
CR8 2XP,531024,162230,postcodes
CR8 3YP,530068,162321,postcodes
CR9 1DX,532678,165539,postcodes
CR9 2EE,532461,166335,postcodes
CR9 5AS,535632,165162,postcodes
CR9 5BX,534777,163835,postcodes
CR9 7AL,534884,166653,postcodes
CR9 7AT,535123,165785,postcodes
CT1 1PH,615709,157599,postcodes
CT1 1SU,616290,157296,postcodes
CT1 2ES,615177,158075,postcodes
CT1 2QD,614757,157647,postcodes
CT1 3DT,615729,157038,postcodes
CT1 3EN,616376,156068,postcodes
CT1 3EW,616127,156286,postcodes
CT1 3JJ,614943,156851,postcodes
CT1 3LQ,615888,156830,postcodes
CT10 1EB,639747,168679,postcodes
CT10 1PN,639267,167278,postcodes
CT10 2LH,637333,168004,postcodes
CT10 2RL,638329,167990,postcodes
CT10 2RT,638084,167977,postcodes
CT11 7AE,637927,166018,postcodes
CT11 7PS,638045,165250,postcodes
CT12 5FH,633201,163044,postcodes
CT12 6FA,636191,166814,postcodes
CT12 6FH,636145,166707,postcodes
CT12 6PT,636791,166181,postcodes
CT12 6RH,637673,166655,postcodes
CT13 0FA,632781,156959,postcodes
CT13 9JX,633436,157821,postcodes
CT13 9QL,633753,162216,postcodes
CT14 8DW,636117,148238,postcodes
CT14 8JG,635095,149687,postcodes
CT14 9BD,637076,151679,postcodes
CT14 9TR,637000,152247,postcodes
CT15 4BF,628133,149974,postcodes
CT15 4FB,626361,152647,postcodes
CT15 5EQ,632730,143466,postcodes
CT16 2EG,630895,144193,postcodes
CT16 2PZ,631484,142361,postcodes
CT16 2QB,631515,142620,postcodes
CT17 0AS,630219,141531,postcodes
CT17 0DQ,630352,141716,postcodes
CT17 9RH,631581,141655,postcodes
CT19 4PB,620523,137192,postcodes
CT19 5DN,622300,137128,postcodes
CT19 5FP,621910,137354,postcodes
CT19 5JY,621202,136613,postcodes
CT2 0HD,619490,161793,postcodes
CT2 7AP,614417,159483,postcodes
CT2 7FG,613771,159235,postcodes
CT2 8HU,613413,159177,postcodes
CT2 8QA,613734,157763,postcodes
CT2 9DT,613117,159367,postcodes
CT20 2NB,621721,136098,postcodes
CT20 2PY,621633,135965,terminated_postcodes
CT20 3RB,620830,135550,postcodes
CT21 4HL,614827,135838,postcodes
CT4 7AS,615323,155828,postcodes
CT4 7BF,614094,155269,terminated_postcodes
CT4 8EG,607811,153756,postcodes
CT5 1PX,611680,165736,postcodes
CT6 7NS,616779,167112,postcodes
CT6 8JZ,616025,167337,postcodes
CT7 0BB,630663,168376,postcodes
CT7 0BH,630898,168301,postcodes
CT7 9BL,631296,169463,postcodes
CT8 8LX,631606,169446,postcodes
CT9 3TP,637978,170160,postcodes
CT9 4JA,635999,168552,postcodes
CT9 5RE,634470,169919,postcodes
CV1 2BA,434595,278268,postcodes
CV1 4AU,432576,279597,postcodes
CV1 4BU,433011,279801,postcodes
CV1 4FS,433573,279607,postcodes
CV1 5DG,433851,279672,postcodes
CV1 5LY,433919,279573,postcodes
CV10 0BJ,437036,292941,postcodes
CV10 7EX,435344,291162,postcodes
CV11 4BE,436624,291724,postcodes
CV11 4PN,436954,291093,postcodes
CV11 4QH,436701,290364,postcodes
CV11 5SS,435012,292059,postcodes
CV11 6AA,436859,292166,postcodes
CV11 6BH,437419,292634,postcodes
CV12 9EA,436782,287035,postcodes
CV13 0JD,444243,306580,postcodes
CV13 0LE,440579,303063,postcodes
CV2 2AJ,437319,282128,postcodes
CV2 2RH,437866,282322,postcodes
CV2 3JS,436032,280840,postcodes
CV2 4JW,435785,279661,postcodes
CV2 5BD,437259,279772,postcodes
CV21 3AG,450809,275063,postcodes
CV21 3AW,450343,275105,postcodes
CV22 5ET,452666,273591,postcodes
CV22 5PE,450174,273880,postcodes
CV22 6DY,449438,273798,postcodes
CV22 7JT,447919,274287,postcodes
CV22 7RE,448614,272977,postcodes
CV23 1ED,455334,274603,postcodes
CV23 9PX,439532,271035,postcodes
CV3 1FP,435477,278570,postcodes
CV3 1FQ,435526,278746,postcodes
CV3 2QD,436882,277628,postcodes
CV3 4BD,435037,276605,postcodes
CV3 4EA,435864,276025,postcodes
CV3 6AQ,432935,278102,postcodes
CV3 6BH,431699,275898,postcodes
CV3 6EA,432258,276117,postcodes
CV31 1QH,433031,264229,postcodes
CV31 2HB,432667,263844,postcodes
CV32 5JE,430821,265587,postcodes
CV32 5RD,431612,266339,postcodes
CV32 5TW,431674,266588,postcodes
CV32 6NB,430674,266587,postcodes
CV32 6RD,431850,268706,postcodes
CV33 9QD,430468,261462,postcodes
CV34 5DF,428039,266286,postcodes
CV34 6PJ,429748,264731,postcodes
CV34 6PP,429168,264650,postcodes
CV34 6XR,427319,263673,postcodes
CV34 6YE,429124,264444,postcodes
CV35 0JX,434073,251012,postcodes
CV35 7HZ,422243,268853,postcodes
CV37 6BE,420257,254739,postcodes
CV37 6TQ,420202,256273,postcodes
CV37 9DH,419228,255075,postcodes
CV37 9HA,418850,254690,postcodes
CV4 8DY,429365,277031,postcodes
CV4 8JB,429174,276874,postcodes
CV4 9PW,427980,278366,postcodes
CV4 9SW,428828,278258,postcodes
CV4 9WT,429113,277818,postcodes
CV47 0JW,441426,262187,postcodes
CV6 1PR,430907,280468,postcodes
CV6 2AJ,431163,281497,postcodes
CV6 2FR,431784,282892,postcodes
CV6 4GL,432686,283561,postcodes
CV6 6BB,435433,284066,postcodes
CV7 7FW,424035,276438,postcodes
CV7 7JE,424273,283262,postcodes
CV7 8AZ,429873,285065,postcodes
CV7 8PE,432909,284051,postcodes
CV7 9AH,433451,284953,postcodes
CV7 9HP,433495,284275,postcodes
CV7 9RA,433699,284421,terminated_postcodes
CV8 2AL,430384,271565,postcodes
CV8 3FZ,442336,275942,postcodes
CV9 3PL,433637,305016,postcodes
CW1 2PZ,370478,356080,postcodes
CW1 3AE,369898,356001,postcodes
CW1 3DT,370085,356209,postcodes
CW1 5HS,372092,355377,postcodes
CW1 6ZQ,372493,354916,postcodes
CW11 3NS,375295,360698,postcodes
CW11 3NT,375155,361012,postcodes
CW11 4NE,375542,360776,postcodes
CW12 1NT,386402,364151,postcodes
CW12 2AH,386678,363747,postcodes
CW12 4NS,383618,363212,postcodes
CW2 8AB,369626,354741,postcodes
CW2 8TU,368027,355630,postcodes
CW4 7DX,375480,366815,postcodes
CW5 5HD,364315,352588,postcodes
CW5 6DF,364808,354180,postcodes
CW5 7DY,365621,351154,postcodes
CW6 0BL,355633,362017,postcodes
CW7 1JT,364700,364900,postcodes
CW7 1NU,363667,365373,postcodes
CW7 4EJ,363150,365063,postcodes
CW8 1JW,364885,372394,postcodes
CW8 1LD,364938,372492,postcodes
CW8 1LU,363818,372414,postcodes
CW8 1NU,364121,372177,postcodes
CW8 2DR,360963,370724,postcodes
CW8 3BW,362318,373737,postcodes
CW9 7UE,367721,372277,postcodes
CW9 8AF,365722,372768,postcodes
DA1 1QE,555488,173172,postcodes
DA1 2HW,553369,174163,postcodes
DA1 2JT,553308,172632,postcodes
DA1 2LY,553730,173666,postcodes
DA1 2NT,553232,173888,postcodes
DA1 4DZ,551010,175012,postcodes
DA1 4RS,551773,175177,postcodes
DA1 5TF,554601,175791,postcodes
DA10 0BZ,560787,173917,postcodes
DA10 1HN,559692,173678,postcodes
DA11 0JE,564094,173489,postcodes
DA11 7LS,564256,172583,postcodes
DA11 8AQ,562828,172592,postcodes
DA11 8BG,562922,173095,postcodes
DA12 2AX,565062,174166,postcodes
DA12 2JW,565929,173172,postcodes
DA12 2PR,565789,173593,postcodes
DA12 3BL,568381,168964,postcodes
DA12 4LF,566867,171971,postcodes
DA12 5JT,565271,171498,postcodes
DA13 0AH,564355,165958,postcodes
DA13 0EW,564231,166702,postcodes
DA14 4JN,547451,172108,postcodes
DA14 5AA,546921,170230,postcodes
DA15 9AG,546606,172862,postcodes
DA15 9DP,546278,173491,postcodes
DA15 9NU,546850,174358,postcodes
DA16 1LB,546850,176499,postcodes
DA16 1SR,547057,175723,postcodes
DA16 2BL,546585,175193,postcodes
DA16 2PE,545189,175271,postcodes
DA16 3NB,545533,176820,postcodes
DA17 6DW,549681,178905,postcodes
DA17 6HT,550120,178469,postcodes
DA18 4DW,548176,179650,postcodes
DA2 6FY,556374,174213,postcodes
DA2 7BB,552585,172487,postcodes
DA2 7DA,552660,172186,postcodes
DA2 7DR,552493,172233,postcodes
DA3 7PH,560775,168789,postcodes
DA3 8JZ,560528,166248,postcodes
DA5 1NE,549557,174146,postcodes
DA6 7AB,548782,174534,postcodes
DA6 7DA,549132,175579,postcodes
DA8 3BN,550537,177255,postcodes
DA8 3PB,550836,176954,postcodes
DE1 1LR,434342,336083,postcodes
DE1 2LF,435508,336768,postcodes
DE1 3HF,434689,336941,postcodes
DE1 3TQ,435533,336887,postcodes
DE11 0QA,429382,320138,postcodes
DE12 6RS,425563,317214,postcodes
DE13 0HB,424292,326127,postcodes
DE13 0LL,424300,325849,postcodes
DE13 7HR,413322,316741,postcodes
DE13 8AZ,418982,318626,postcodes
DE13 9SA,420464,321603,postcodes
DE14 3DR,423086,321140,postcodes
DE14 3RL,424964,322521,postcodes
DE15 0JL,426200,323399,postcodes
DE15 0TA,426813,324738,postcodes
DE15 9RT,425968,321459,postcodes
DE21 4EW,436971,338576,postcodes
DE21 4QX,438745,337625,postcodes
DE22 1JD,434648,338554,postcodes
DE22 2LW,433643,339751,postcodes
DE22 3BH,433676,336971,postcodes
DE22 3FS,434051,336636,postcodes
DE22 3HU,433617,335593,postcodes
DE23 2FS,432792,333152,postcodes
DE23 3DT,432700,334191,postcodes
DE23 4BX,431884,333156,postcodes
DE23 4BZ,431889,333660,postcodes
DE24 0AN,437618,332639,postcodes
DE24 0BT,438076,332231,postcodes
DE24 8JE,436479,335537,postcodes
DE24 8PU,436462,335353,postcodes
DE24 8TE,437783,333703,postcodes
DE3 0DR,429810,333380,postcodes
DE4 4DX,428799,353598,postcodes
DE4 5NA,431141,361170,postcodes
DE45 1JA,421299,367609,postcodes
DE5 3JQ,440828,349750,postcodes
DE55 1AE,440498,353165,postcodes
DE55 7AL,440381,355541,postcodes
DE55 7JA,441220,355420,postcodes
DE56 0DA,436656,347651,postcodes
DE56 0TE,436452,344632,postcodes
DE56 2SR,432666,353307,postcodes
DE56 4GS,434268,343283,postcodes
DE6 1EP,418282,347210,postcodes
DE65 6FH,430298,327088,postcodes
DE65 6GU,426105,329522,postcodes
DE65 6GZ,427664,327934,postcodes
DE65 6LU,426840,331960,postcodes
DE7 4HH,445626,340939,postcodes
DE73 5UB,437846,330007,postcodes
DE75 7DT,443728,346086,postcodes
DE75 7RA,442304,346155,postcodes
DH1 1SG,427553,542886,postcodes
DH1 4NG,426682,543327,postcodes
DH1 4SU,426028,542837,postcodes
DH1 4SZ,426959,541921,postcodes
DH1 5BQ,426767,544778,postcodes
DH1 5ES,426176,544634,postcodes
DH1 5WB,426663,544030,postcodes
DH2 3AD,426273,550719,postcodes
DH3 2LP,427539,555588,postcodes
DH3 3QA,427692,551263,postcodes
DH4 7AP,433347,552746,postcodes
DH6 5BE,430940,537760,postcodes
DH7 0RD,416354,548207,postcodes
DH8 5EE,410633,550596,postcodes
DH8 6AE,410968,551040,postcodes
DH8 6BH,411455,551559,postcodes
DH8 6LZ,411111,551460,postcodes
DL1 1DR,429757,515079,postcodes
DL1 2AN,430650,516255,postcodes
DL10 7BQ,418068,501397,postcodes
DL12 8HH,405718,517201,postcodes
DL12 8UN,405820,516242,postcodes
DL13 5AG,412633,524160,postcodes
DL14 6JT,419842,528571,postcodes
DL14 6JZ,419680,528422,postcodes
DL14 7JZ,421298,529515,postcodes
DL15 0TY,421763,535311,postcodes
DL16 7DB,425167,532980,postcodes
DL2 2AD,430660,510198,postcodes
DL2 2TF,427497,509760,postcodes
DL2 2UH,422018,523569,postcodes
DL2 2UQ,421621,522645,postcodes
DL3 7AU,428236,514584,postcodes
DL3 8RW,426900,514400,postcodes
DL3 8TF,425613,514120,postcodes
DL5 6AP,427283,522210,postcodes
DL5 6UN,429224,525378,postcodes
DL6 1ED,436974,494607,postcodes
DL7 9QW,432861,492105,postcodes
DN1 2HY,458142,403254,postcodes
DN1 2RF,457381,403917,postcodes
DN1 3BF,457843,402911,postcodes
DN11 9HH,461846,395668,postcodes
DN12 1HH,454136,397738,postcodes
DN14 5JS,475381,423965,postcodes
DN14 6TL,473825,423818,postcodes
DN15 0BJ,491555,416800,postcodes
DN15 6TA,490026,411409,postcodes
DN15 7DQ,487098,411127,postcodes
DN16 2PZ,490803,408307,postcodes
DN17 1BS,488102,410055,postcodes
DN17 1DS,488224,409309,postcodes
DN17 2TX,487971,407014,postcodes
DN17 3PS,487345,405630,postcodes
DN18 6DA,504040,421747,postcodes
DN2 5LT,459162,404161,postcodes
DN2 5QD,460855,404532,postcodes
DN2 6AY,459174,402965,postcodes
DN2 6HQ,460737,404359,postcodes
DN20 8AA,500177,407383,postcodes
DN20 8AR,499567,407641,postcodes
DN20 8EF,500087,407160,postcodes
DN21 1PB,482818,390943,postcodes
DN21 2ST,481344,391245,postcodes
DN22 0DJ,478388,381289,postcodes
DN22 7NJ,469560,380951,postcodes
DN22 7PY,469911,382119,postcodes
DN3 2EW,461055,406703,postcodes
DN3 3QF,462447,401681,postcodes
DN32 7AP,527657,409922,postcodes
DN32 7DZ,527741,409718,postcodes
DN32 8JH,529105,408809,postcodes
DN32 9RU,527947,407949,postcodes
DN34 4SY,526419,408810,postcodes
DN34 5BQ,526408,408004,postcodes
DN34 5BY,525584,407937,postcodes
DN34 5EB,525158,408351,postcodes
DN36 4HS,530947,405459,postcodes
DN36 4RZ,527330,404384,postcodes
DN4 5HZ,457733,401965,postcodes
DN4 5NG,458415,402074,postcodes
DN4 6AH,461267,401364,postcodes
DN4 8ND,457130,400637,postcodes
DN4 8QN,456755,400128,postcodes
DN5 7UB,453935,405065,postcodes
DN6 7EF,453414,408306,postcodes
DN6 7FE,452565,408963,postcodes
DN6 7SF,453637,408067,postcodes
DN6 9AS,453870,414591,postcodes
DN7 5GH,465252,414252,postcodes
DN7 6JH,465755,409145,postcodes
DN8 5BY,469436,413415,postcodes
DN9 3GG,465516,399392,postcodes
DN9 3HG,464890,399892,postcodes
DT1 2ET,368039,89962,postcodes
DT10 1DT,378725,115024,postcodes
DT10 1EW,378930,114881,postcodes
DT11 0BD,381653,101192,postcodes
DT11 0BZ,379894,102381,postcodes
DT11 0PX,387039,107370,postcodes
DT11 0QS,382194,111451,postcodes
DT11 7SQ,388030,106984,postcodes
DT11 8LL,386309,114681,postcodes
DT2 8RH,380636,89152,postcodes
DT2 9PS,368060,88318,postcodes
DT3 5AL,367045,82735,postcodes
DT3 6AA,369300,82893,postcodes
DT4 7LQ,368163,80452,postcodes
DT4 7QF,367836,80150,postcodes
DT4 9SY,365254,79195,postcodes
DT5 2NA,368060,70025,postcodes
DT6 3DT,347314,94399,postcodes
DT7 3LX,333129,92724,postcodes
DT8 3EP,347892,101937,postcodes
DT8 3HB,347319,102433,postcodes
DT9 3AP,363730,116543,postcodes
DT9 3QN,363083,116704,postcodes
DT9 4EQ,364030,117865,postcodes
DT9 6EN,363597,112352,postcodes
DY1 3BY,393173,291341,postcodes
DY1 3SS,393724,292165,postcodes
DY1 4AS,394490,290711,postcodes
DY10 1XA,384176,276200,postcodes
DY10 2BY,384026,277033,postcodes
DY10 3QE,383563,278886,postcodes
DY10 4BS,385848,273587,postcodes
DY11 5PQ,381676,276779,postcodes
DY11 5XQ,382823,279912,postcodes
DY11 6FA,381843,276878,postcodes
DY11 7FB,381620,273559,postcodes
DY11 7RR,384478,272200,postcodes
DY11 7TE,384022,270728,postcodes
DY12 1BL,379303,275091,postcodes
DY12 1JL,379451,276306,postcodes
DY13 8AX,381323,272407,postcodes
DY14 8UH,367225,282826,postcodes
DY3 2JH,391290,291989,postcodes
DY4 0BZ,396668,294607,postcodes
DY4 7NR,396702,292717,postcodes
DY4 9ER,395098,292997,postcodes
DY5 2JY,392269,285316,postcodes
DY5 4LN,390634,288619,postcodes
DY7 6AA,384286,283926,postcodes
DY8 1QX,390252,283622,postcodes
DY8 1TD,390047,284513,postcodes
DY8 2EA,390088,283059,postcodes
DY8 2XL,389945,280531,postcodes
DY8 2XS,390078,280652,postcodes
DY8 4HF,389693,285497,postcodes
DY9 9PB,392446,280072,postcodes
E1 0LB,535425,181207,postcodes
E1 0RH,535803,181516,postcodes
E1 1HL,534477,181393,postcodes
E1 2JP,534681,181292,postcodes
E1 4EE,535593,182316,postcodes
E1 4SD,535935,181773,postcodes
E1 5DJ,534689,181986,postcodes
E1 6BG,533676,181829,postcodes
E1 6LP,533854,181474,postcodes
E1 7SA,533942,181559,postcodes
E10 6EQ,538488,188245,postcodes
E10 6JZ,538503,187287,postcodes
E11 2JZ,541166,188273,postcodes
E13 9BT,541170,183433,postcodes
E13 9NB,541040,182674,postcodes
E14 0AF,537716,180710,postcodes
E14 0RZ,538032,181413,postcodes
E14 3DW,538426,178457,postcodes
E14 9GL,537903,179152,postcodes
E15 1AJ,538679,184074,postcodes
E15 1BX,538889,184569,postcodes
E15 2TF,538559,183835,postcodes
E15 4HT,539458,184290,postcodes
E15 4RZ,539048,184044,postcodes
E16 2RD,543283,180755,postcodes
E17 3EA,538136,189749,postcodes
E17 3PY,539306,189327,postcodes
E17 4AZ,538409,190376,postcodes
E17 4JB,537923,189940,postcodes
E17 5AA,537613,190554,postcodes
E17 5DP,536923,190809,postcodes
E17 5NT,536278,190966,postcodes
E17 5SD,535724,190062,terminated_postcodes
E17 6HL,535990,189501,postcodes
E1W 2AD,534294,180672,postcodes
E2 0HW,535108,182584,postcodes
E2 0PX,535475,182679,postcodes
E2 6DY,533959,182328,postcodes
E2 6NW,534008,182708,postcodes
E2 6PR,534550,182928,postcodes
E2 8BA,533772,183622,postcodes
E2 8LS,533863,183260,postcodes
E20 1BD,538280,185182,postcodes
E20 2AE,537963,183969,postcodes
E3 2AD,536990,182755,postcodes
E3 2AE,536872,182720,postcodes
E3 2QD,537406,182967,postcodes
E3 2RU,536984,183517,postcodes
E3 3DU,538393,182765,postcodes
E3 3LF,537936,182564,postcodes
E3 3QW,538190,182375,postcodes
E3 3TA,538187,182508,postcodes
E3 3YD,537602,182186,postcodes
E3 4FT,537155,181819,postcodes
E3 4PX,536736,182376,postcodes
E4 6ES,539324,193740,postcodes
E4 7LT,538024,194236,postcodes
E4 8SG,537598,191355,postcodes
E4 9PJ,538830,191869,postcodes
E4 9PP,538794,191613,postcodes
E5 0RB,535150,185779,postcodes
E5 8JY,534418,185400,postcodes
E5 8NP,534639,185547,postcodes
E6 2BB,542720,183560,postcodes
E6 3SQ,542055,182212,postcodes
E6 6ER,542627,183428,postcodes
E7 8HU,540845,184531,postcodes
E7 9QD,540567,184137,postcodes
E8 2EY,533789,185408,postcodes
E9 5RB,536233,184905,postcodes
E9 6EA,535400,185112,postcodes
E9 6LG,535539,184907,postcodes
E9 6NR,535136,184638,postcodes
E9 7HD,535766,183985,postcodes
EC1V 1JX,532048,182953,postcodes
EC2A 4SH,532893,182436,postcodes
EC2A 4XW,533229,182332,terminated_postcodes
EC2M 6SE,532734,181587,postcodes
EC2Y 8BB,532305,181744,postcodes
EC3N 2ET,533572,181104,postcodes
EC4V 3AL,531990,180834,postcodes
EN1 1YQ,534250,196368,postcodes
EN1 3HQ,533221,197519,postcodes
EN1 3PU,534626,197175,postcodes
EN1 4NP,534529,198915,postcodes
EN1 4RQ,534419,199744,postcodes
EN10 7FU,536490,206512,postcodes
EN11 0QF,537939,210342,postcodes
EN11 8JY,536820,208116,postcodes
EN2 6LN,532696,196661,postcodes
EN2 6QG,532660,196786,postcodes
EN2 8GH,531482,198010,postcodes
EN3 4PX,535860,195573,postcodes
EN3 4SA,535072,196033,postcodes
EN3 5BY,535277,197861,postcodes
EN3 5PA,535876,198175,postcodes
EN3 5PB,535906,198135,postcodes
EN3 6TW,535478,199707,postcodes
EN3 7DL,535421,196522,postcodes
EN3 7XH,536835,199041,postcodes
EN4 0BL,528733,195875,postcodes
EN4 0NJ,525434,197629,postcodes
EN4 8PU,527783,195573,postcodes
EN4 8XE,527660,194544,postcodes
EN4 9GE,526561,196865,postcodes
EN5 2BE,525220,195779,postcodes
EN5 4AZ,524599,196376,postcodes
EN5 4DQ,523688,196741,postcodes
EN5 5RR,524851,196320,postcodes
EN5 5TS,524696,196574,postcodes
EN6 1AG,525063,201425,postcodes
EN6 1BB,525100,201390,postcodes
EN6 1EZ,525615,202042,postcodes
EN6 2DU,524042,200643,postcodes
EN6 2SE,526002,200167,postcodes
EN6 5QT,527376,200056,postcodes
EN7 5FB,534532,201525,postcodes
EN7 5QW,534293,202600,postcodes
EN8 0JU,536456,203299,postcodes
EX1 1SJ,292729,92560,postcodes
EX1 3RW,296254,93489,postcodes
EX10 8RG,311736,88065,postcodes
EX10 9LG,313012,89375,postcodes
EX11 1RA,308903,95323,postcodes
EX15 2BY,306207,106101,postcodes
EX16 4DN,296924,112905,postcodes
EX17 3LU,282666,100476,postcodes
EX2 4NS,293360,92193,postcodes
EX2 4NU,293148,92029,postcodes
EX2 6HA,294577,90323,postcodes
EX20 1PW,258975,94904,postcodes
EX21 5HJ,244984,109490,postcodes
EX23 8DQ,221536,105966,postcodes
EX24 6HN,324436,92482,postcodes
EX31 1JU,255533,133901,postcodes
EX31 3UD,253658,131526,postcodes
EX32 0SX,266739,131525,postcodes
EX34 9JB,252324,147095,postcodes
EX36 3LN,274802,132632,postcodes
EX39 3AR,244356,126398,postcodes
EX39 3LY,244521,126941,postcodes
EX4 3PU,292127,92952,postcodes
EX4 4JS,291518,93196,postcodes
EX4 8AD,294661,93507,postcodes
EX5 2RR,307796,99646,postcodes
EX5 3AJ,298538,96426,postcodes
EX7 0DE,296284,77199,postcodes
EX7 9SF,295367,76107,postcodes
EX8 2AU,300634,80376,postcodes
EX8 3AF,300633,81772,postcodes
EX9 7BJ,306979,86656,postcodes
FY2 0HB,332509,440835,postcodes
FY3 7EQ,332891,437216,postcodes
FY3 7LR,333270,438356,postcodes
FY3 7LS,333247,438416,postcodes
FY3 9HF,332100,435437,postcodes
FY5 4HH,334033,443178,postcodes
FY7 8JW,331556,444867,postcodes
FY8 1DT,333473,427636,postcodes
FY8 1HN,332273,428511,postcodes
FY8 1UR,332556,429192,postcodes
GL1 2BG,383271,218848,postcodes
GL1 3JN,383802,219391,postcodes
GL1 3PR,384467,218835,postcodes
GL1 5LE,383314,216414,postcodes
GL10 2DG,380110,205964,postcodes
GL10 2JQ,380758,205033,postcodes
GL10 3SH,378149,206262,postcodes
GL11 4BY,375387,198716,postcodes
GL12 8RB,374892,192594,postcodes
GL13 9FB,365560,199218,postcodes
GL13 9RS,368331,201216,postcodes
GL13 9SE,368235,201373,postcodes
GL16 7EJ,362079,211676,postcodes
GL17 0DU,366742,217948,postcodes
GL18 1QF,371775,225508,postcodes
GL19 3BE,378750,222975,postcodes
GL19 3BG,379939,224451,postcodes
GL2 0LF,385930,219399,postcodes
GL2 5AE,382735,215666,postcodes
GL2 5JQ,382418,218198,postcodes
GL20 5SW,388914,232416,postcodes
GL20 6AH,386241,236103,postcodes
GL20 7DG,389004,230945,postcodes
GL20 8DF,391105,233113,postcodes
GL20 8JJ,391344,233105,postcodes
GL20 8UQ,391575,233600,postcodes
GL3 2PL,389032,220149,postcodes
GL3 2RB,387849,220385,postcodes
GL3 4QF,389847,216634,postcodes
GL4 0DD,383237,214401,postcodes
GL4 0RT,381986,214494,postcodes
GL4 0UF,383346,213764,terminated_postcodes
GL5 4AH,384309,205623,postcodes
GL5 4AP,384839,205452,postcodes
GL5 4AX,383664,205877,postcodes
GL5 4HE,383846,205216,postcodes
GL5 4HF,384027,205287,postcodes
GL50 3EP,394559,222094,postcodes
GL50 3EW,394374,222274,postcodes
GL51 0HG,392098,223137,postcodes
GL51 0WH,392452,224010,postcodes
GL51 3AT,393231,221024,postcodes
GL51 3EF,393155,220915,postcodes
GL51 6HE,392819,221593,postcodes
GL52 8AE,396248,227001,postcodes
GL53 7LD,394866,221516,postcodes
GL53 8EY,395940,220799,postcodes
GL53 8QF,397054,220310,postcodes
GL53 9QU,394333,216797,postcodes
GL54 2BD,416730,221127,postcodes
GL55 6HU,415436,239519,postcodes
GL6 0BP,385051,199555,postcodes
GL6 0PL,384393,198651,postcodes
GL6 9AG,385782,200343,postcodes
GL7 1XA,401060,201551,postcodes
GL7 4JQ,415331,201765,postcodes
GL8 8QG,386418,189617,postcodes
GU1 1DR,499344,151942,postcodes
GU1 1SJ,500330,150118,postcodes
GU1 1XX,501433,151522,postcodes
GU1 2JD,500934,150280,postcodes
GU1 2TN,502192,150744,postcodes
GU1 3BB,499966,149661,postcodes
GU1 3SQ,499970,149297,postcodes
GU1 4QU,499326,149913,postcodes
GU10 3AP,484075,142862,postcodes
GU10 4EA,483174,142661,postcodes
GU14 6PA,487750,154188,postcodes
GU14 6SB,487147,154786,postcodes
GU14 8AT,487190,156465,postcodes
GU14 8BX,487634,156517,postcodes
GU14 8JX,486808,156933,postcodes
GU15 1EJ,489514,159432,postcodes
GU15 4AE,489120,161958,postcodes
GU16 6TA,491154,157729,postcodes
GU2 4LU,498853,149282,postcodes
GU2 9RS,498490,151212,postcodes
GU22 0AN,499394,156061,postcodes
GU22 0NH,499566,156378,postcodes
GU22 9AL,501203,157552,postcodes
GU22 9DL,501263,157372,postcodes
GU24 9PT,494395,161322,postcodes
GU26 6AQ,488664,135582,postcodes
GU26 6SJ,488576,136401,postcodes
GU28 0NB,494580,116318,postcodes
GU29 9DT,488612,122118,postcodes
GU30 7NY,483691,131720,postcodes
GU31 4AS,475343,123881,postcodes
GU32 2DG,474291,125130,postcodes
GU34 4GL,473117,140875,postcodes
GU35 0HA,480952,135605,postcodes
GU35 9LU,479251,138435,postcodes
GU46 6HJ,481402,160495,postcodes
GU46 6NW,481123,160527,postcodes
GU5 0DF,500880,145093,postcodes
GU5 0LH,502180,141723,postcodes
GU6 7DH,506276,140309,postcodes
GU6 8QQ,505465,140093,postcodes
GU6 8TB,502780,136644,postcodes
GU7 1RS,496820,142849,postcodes
GU7 1UW,499193,144129,postcodes
GU7 2DX,496427,145081,postcodes
GU7 2RH,495056,146171,postcodes
GU8 4DX,496155,138389,postcodes
GU8 5SG,494891,138417,postcodes
GU9 8HB,484351,145514,postcodes
GU9 9HF,485617,149105,postcodes
HA0 3NT,517211,186274,postcodes
HA0 4JE,518455,184082,postcodes
HA1 2JG,515974,188106,postcodes
HA1 3HP,515319,187244,postcodes
HA1 3HX,515044,186580,postcodes
HA2 0AD,514244,187366,postcodes
HA2 0HN,514866,187101,postcodes
