phase,workers,urn,mode,origin_set,part,radius_km,n_origins,elapsed_s,http_status,outcome,n_reachable,max_distance_km,n_walk_reachable,max_walk_distance_km,peak_rss_kib,group_wall_s,missing_from_full,error
margin,8,110533,BIKE,margin,all,24.35593795112448,1863,0.166732,200,ok,743,21.345391262790336,,,8282736,0.696592,0,
margin,8,150099,BIKE,margin,all,24.35593795112448,1868,0.248737,200,ok,526,22.072167382226045,,,8286480,0.696592,0,
margin,8,137353,BIKE,margin,all,24.35593795112448,1865,0.652829,200,ok,1277,22.141761773749526,,,8286528,0.696592,0,
margin,8,131065,BIKE,margin,all,24.35593795112448,1867,0.261967,200,ok,993,21.6370168928906,,,8286512,0.696592,0,
margin,8,110533,BIKE,margin,all,24.35593795112448,1863,0.153305,200,ok,743,21.345391262790336,,,8282256,0.696592,0,
margin,8,150099,BIKE,margin,all,24.35593795112448,1868,0.234969,200,ok,526,22.072167382226045,,,8286480,0.696592,0,
margin,8,137353,CAR,margin,all,135.08529587897493,57198,0.001423,,failed,,,,,8286528,4.424632,0,[Errno 32] Broken pipe
margin,8,137353,CAR,margin,alla,135.08529587897493,28599,2.095783,200,ok,12552,120.70274798099554,,,8452384,4.424632,0,
margin,8,137353,CAR,margin,allb,135.08529587897493,28599,1.763519,200,ok,9309,102.96895935637377,,,8546704,4.424632,0,
margin,8,131065,CAR,margin,all,135.08529587897493,57325,0.000959,,failed,,,,,8286528,4.424632,0,[Errno 32] Broken pipe
margin,8,131065,CAR,margin,alla,135.08529587897493,28662,0.98535,200,ok,841,70.86544595840074,,,8300288,4.424632,0,
margin,8,131065,CAR,margin,allb,135.08529587897493,28663,1.312028,200,ok,11738,117.42097257714053,,,8489136,4.424632,0,
margin,8,110533,CAR,margin,all,135.08529587897493,57330,0.005325,,failed,,,,,8286528,4.424632,0,[Errno 32] Broken pipe
margin,8,110533,CAR,margin,alla,135.08529587897493,28665,2.058273,200,ok,12273,122.80481443543175,,,8455072,4.424632,0,
margin,8,110533,CAR,margin,allb,135.08529587897493,28665,1.904333,200,ok,12753,110.60037955703837,,,8560672,4.424632,0,
margin,8,150099,CAR,margin,all,135.08529587897493,51129,0.005736,,failed,,,,,8286528,4.424632,0,[Errno 32] Broken pipe
margin,8,150099,CAR,margin,alla,135.08529587897493,25564,1.075391,200,ok,366,24.27158236330778,,,8307088,4.424632,0,
margin,8,150099,CAR,margin,allb,135.08529587897493,25565,1.39663,200,ok,330,19.161848905918042,,,8489184,4.424632,0,
margin,8,137353,CAR,margin,all,135.08529587897493,57198,0.001512,,failed,,,,,8286528,4.424632,0,[Errno 32] Broken pipe
margin,8,137353,CAR,margin,alla,135.08529587897493,28599,1.985981,200,ok,12552,120.70274798099554,,,8438400,4.424632,0,
margin,8,137353,CAR,margin,allb,135.08529587897493,28599,1.75791,200,ok,9309,102.96895935637377,,,8542080,4.424632,0,
margin,8,131065,CAR,margin,all,135.08529587897493,57325,0.002518,,failed,,,,,8286528,4.424632,0,[Errno 32] Broken pipe
margin,8,131065,CAR,margin,alla,135.08529587897493,28662,0.947616,200,ok,841,70.86544595840074,,,8300288,4.424632,0,
margin,8,131065,CAR,margin,allb,135.08529587897493,28663,1.346379,200,ok,11738,117.42097257714053,,,8489136,4.424632,0,
margin,8,110533,CAR,margin,all,135.08529587897493,57330,0.013271,,failed,,,,,8286528,4.424632,0,[Errno 32] Broken pipe
margin,8,110533,CAR,margin,alla,135.08529587897493,28665,2.099822,200,ok,12273,122.80481443543175,,,8455584,4.424632,0,
margin,8,110533,CAR,margin,allb,135.08529587897493,28665,1.89119,200,ok,12753,110.60037955703837,,,8560672,4.424632,0,
margin,8,150099,CAR,margin,all,135.08529587897493,51129,0.014222,,failed,,,,,8286528,4.424632,0,[Errno 32] Broken pipe
margin,8,150099,CAR,margin,alla,135.08529587897493,25564,1.050246,200,ok,366,24.27158236330778,,,8307088,4.424632,0,
margin,8,150099,CAR,margin,allb,135.08529587897493,25565,1.399259,200,ok,330,19.161848905918042,,,8489184,4.424632,0,
